1,0,45,3,0,4,1,1,0
-3,-10,-19,-4,-3,-13,-5,-2,0
3,4,-9,-2,-2,2,-2,3,0
-4,-2,-3,-4,0,3,0,3,0
0,7,11,5,1,-4,2,-3,0
-1,-9,2,-1,1,2,-1,0,0
1,0,-7,-1,0,-4,0,2,0
2,5,2,-2,-3,-1,-1,-1,0
-2,-7,-4,-1,-5,-2,-2,0,0
-4,-4,2,-3,1,-3,-3,-1,0
-4,-8,-17,-5,-3,0,-1,-2,0
1,2,1,1,-3,0,-1,1,0
5,3,-2,0,2,-1,0,-1,0
-7,-2,15,3,0,4,1,-6,0
-2,0,-33,-6,-2,-3,-2,1,0
-1,-3,16,4,0,-4,-2,-1,0
-2,-3,-4,-3,-4,-3,-4,2,0
3,-2,0,1,1,7,-2,-4,0
6,6,24,5,0,-1,3,12,0
-4,-1,-38,-7,2,8,-1,-17,0
-1,-5,-10,-3,-1,2,-1,-3,0
2,12,32,5,0,0,2,3,0
-4,-2,4,1,-4,-4,-1,0,0
2,-1,-5,2,0,0,0,2,0
-2,-5,-8,2,-1,-2,-2,-3,0
2,0,-13,-1,-3,-1,-1,1,0
-3,3,3,-1,-1,-5,-2,-6,0
0,-3,3,2,1,3,1,1,0
-3,1,3,3,1,-2,1,-2,0
2,2,-5,-8,-5,-5,-1,3,0
-9,-2,11,0,-1,-5,-2,-16,0
3,-3,-8,-3,-3,-6,-4,16,0
-1,-4,9,-1,1,5,4,0,0
-3,-1,-20,-1,0,3,-2,-2,0
2,-2,-3,-2,-2,-1,1,5,0
-2,1,9,-1,1,-1,-1,-5,0
-9,-6,-13,-2,-1,0,-2,-5,0
3,4,6,3,1,0,0,-6,0
4,4,2,0,3,4,2,0,0
-3,-4,-1,4,-3,0,-1,-7,0
2,-1,-6,-5,-4,-8,-9,2,0
-3,-3,-3,0,-1,3,0,1,0
4,2,7,1,0,0,-2,1,0
5,5,17,2,0,-1,2,2,0
-8,-5,-29,-4,-2,-6,1,-4,0
-2,-1,-1,-2,-1,15,-2,-4,0
-2,-3,-6,-2,-3,-9,-3,-5,0
-1,-1,12,-5,0,5,1,4,0
1,-3,-2,0,1,-4,0,-1,0
-4,-1,-1,1,-3,-9,-3,3,0
0,0,-4,0,-1,2,0,1,0
-5,-2,-9,-4,-4,-5,-3,-1,0
2,5,3,-1,-1,2,-2,-5,0
-3,-12,-11,1,0,-3,-2,2,0
10,3,4,-1,-3,3,1,4,0
-2,-3,-5,3,1,-1,-5,-9,0
1,4,8,-1,-1,4,4,13,0
-1,4,4,1,-1,-5,-2,-23,0
-10,-7,-2,-3,2,6,2,4,0
1,-1,-3,-2,1,-3,0,2,0
1,-3,-6,0,0,3,-1,-1,0
-2,-2,-2,-7,-2,-4,-3,2,0
-2,1,7,1,-3,0,-1,-1,0
1,0,-3,-2,-2,-1,3,-3,0
-5,-5,-4,0,-1,0,-3,-6,0
0,0,8,-2,-1,-1,2,5,0
1,2,24,4,0,-1,-1,-2,0
-5,-2,-22,-9,-4,-1,-2,3,0
3,5,0,6,1,-2,-2,-2,0
-3,-1,-3,-5,-1,-1,-3,2,0
-1,-6,-10,1,0,-1,0,-2,0
-4,-2,14,2,-4,1,-1,-5,0
-2,0,-4,-2,-1,-5,3,3,0
4,1,-3,1,2,12,4,7,0
-7,3,5,0,-1,-15,-4,-15,0
1,-3,7,1,-1,1,-2,-2,0
2,2,1,-2,-2,-1,-1,-3,0
-1,1,2,0,-3,-3,-1,2,0
5,-1,-7,2,-4,-1,0,10,0
-8,-1,4,-2,-1,-4,-3,-10,0
0,-5,20,3,4,0,-1,0,0
5,3,-17,-6,-1,4,3,2,0
1,-2,0,1,-1,5,0,3,0
-3,0,-10,-2,-1,-6,-3,0,0
-2,-3,15,0,-3,1,-2,2,0
-3,-4,-5,-1,0,-4,-2,-1,0
0,-3,4,0,0,-2,-2,-7,0
-1,1,5,3,-1,5,5,11,0
1,-2,-2,1,0,7,1,-3,0
1,-5,8,-2,-2,-6,-4,-6,0
-6,-1,-14,-6,-4,-4,-3,-7,0
2,0,-2,0,1,-6,-1,5,0
-2,4,-5,3,-1,14,5,0,0
-1,-1,7,1,1,1,-1,-1,0
0,-2,-8,-2,0,-2,-2,2,0
1,1,12,3,0,-2,-2,-1,0
1,-4,-4,0,1,-8,-2,9,0
-5,3,8,-5,-6,-1,-5,-17,0
0,4,-4,-4,-3,4,2,2,0
1,-6,-9,-3,-3,-2,-1,4,0
-4,0,-8,-3,-2,-7,-5,-10,0
2,0,9,2,-1,3,3,11,0
-2,-2,-10,-8,-1,-3,-2,-1,0
-1,4,-3,3,0,0,0,-4,0
2,-1,20,-8,-5,-2,-2,-4,0
-1,-1,-13,-2,0,-4,0,3,0
-5,0,0,0,3,6,2,-2,0
-1,-8,-5,1,-1,-3,-2,-3,0
-1,1,-10,-1,2,1,0,-1,0
1,2,1,0,-4,-3,0,1,0
1,-2,-1,3,1,3,-2,1,0
1,1,6,-6,-2,-1,-1,0,0
-10,-5,-19,-3,1,-2,-2,-10,0
-2,-3,10,1,-1,0,1,1,0
-1,-2,4,1,0,2,1,0,0
1,1,-4,0,2,0,1,-3,0
6,3,-3,-6,-6,-7,-3,5,0
-4,-4,-6,2,1,2,-4,-5,0
-1,-4,3,-3,-2,-4,0,3,0
0,2,-9,0,3,4,0,-2,0
2,-3,-6,-2,-1,2,-1,2,0
-2,5,2,2,0,-7,-2,-1,0
2,2,2,3,1,-5,-4,-1,0
-1,-4,-5,-4,-3,-1,-1,-2,0
-3,-3,-5,-1,-1,2,1,0,0
3,-2,-10,-2,1,0,0,0,0
-1,-2,1,-4,-3,0,0,0,0
-1,1,3,1,-2,1,-2,0,0
1,-1,-8,-3,-1,-2,0,1,0
4,0,-15,1,2,1,1,-3,0
