0,0,-16,2,0,-2,-1,-2,0
-1,1,7,1,-2,1,3,0,0
-1,4,8,2,-1,2,-1,0,0
-5,-2,5,4,-3,-5,-3,-4,0
-2,1,0,-3,-3,-7,-2,-1,0
-2,-5,-7,-1,-1,1,-1,-2,0
2,0,-13,0,-1,-6,-1,1,0
-1,-7,12,3,0,13,3,0,0
-2,1,-5,-3,-2,-4,-8,-2,0
1,2,12,2,-1,-1,-3,1,0
0,-3,-7,-4,1,2,1,2,0
-2,1,-11,-2,-2,-12,-5,3,0
-3,1,24,-1,-2,-6,-1,3,0
-1,5,7,1,-1,13,7,0,0
-1,-7,-45,-8,-2,-1,-7,-3,0
1,1,7,5,-1,-2,12,0,0
0,-10,-10,-3,-2,-5,-10,-4,0
3,-3,-4,-3,1,-3,-1,0,0
-1,-1,15,-2,1,2,3,0,0
-2,0,-4,0,1,-14,-6,0,0
-1,2,1,-2,0,0,1,-1,0
-1,-1,-12,-1,0,2,3,-3,0
-2,0,9,0,-3,1,-4,-4,0
-2,0,-3,4,-2,-2,-3,-3,0
-2,-1,1,-1,-4,-4,2,-2,0
0,-1,-4,-2,-2,-3,-1,2,0
2,0,-5,-1,5,2,4,0,0
2,2,24,4,0,-2,0,1,0
0,6,8,0,-3,4,0,-2,0
-2,-5,-4,-2,-5,-6,-3,-3,0
0,4,30,3,-2,0,2,0,0
-3,-6,-52,-5,1,1,1,-3,0
-1,1,-5,-2,2,1,-5,-1,0
-4,-2,-6,-1,-1,-3,-7,-2,0
-2,-1,10,1,-2,-3,2,1,0
1,-1,10,1,3,10,4,1,0
0,-3,-4,0,1,1,-2,-1,0
0,-2,-8,-1,-3,-3,-7,0,0
-1,-1,-4,-3,-3,0,5,0,0
-2,0,2,0,-5,-11,-2,-2,0
0,0,2,4,3,11,-1,0,0
0,-2,2,1,2,5,2,1,0
-2,-1,1,0,0,-3,-5,-2,0
1,-1,10,3,2,-5,-1,0,0
0,-1,-5,-2,-2,-6,6,3,0
1,0,-10,-5,0,-4,0,0,0
0,-2,20,0,1,2,0,0,0
-2,4,-19,-5,-2,-1,-1,-2,0
-1,5,10,-1,-1,-3,-2,0,0
-2,-3,-4,-1,-1,2,2,-1,0
-2,-3,-15,-2,1,0,-4,-1,0
-1,-2,5,-1,0,-3,-4,0,0
