0    ,1    ,11   ,-7   ,0    ,1    ,6    ,0    0
-4   ,4    ,10   ,0    ,-3   ,-2   ,-1   ,-2   0
-2   ,-7   ,-34  ,-2   ,-3   ,-1   ,-1   ,-2   0
0    ,-5   ,29   ,-7   ,-4   ,-2   ,-4   ,-4   0
11   ,7    ,12   ,13   ,1    ,-3   ,-4   ,-1   0
3    ,2    ,32   ,-12  ,0    ,1    ,1    ,-2   0
11   ,5    ,-3   ,-3   ,-3   ,-4   ,-2   ,-3   0
-1   ,-8   ,-78  ,-6   ,-3   ,-1   ,-1   ,-8   0
1    ,4    ,34   ,4    ,-1   ,0    ,-2   ,13   0
14   ,-1   ,-6   ,6    ,1    ,-1   ,-1   ,-2   0
14   ,-1   ,-6   ,6    ,1    ,-1   ,-1   ,-2   0
-4   ,7    ,0    ,-1   ,0    ,-1   ,-2   ,1    0
-1   ,7    ,12   ,3    ,1    ,1    ,1    ,-4   0
-5   ,-12  ,-26  ,-6   ,-3   ,1    ,-1   ,-5   0
-6   ,-3   ,-28  ,8    ,-4   ,-4   ,-3   ,-1   0
-6   ,-3   ,-28  ,8    ,-4   ,-4   ,-3   ,-1   0
2    ,-3   ,12   ,-2   ,3    ,2    ,2    ,6    0
0    ,-7   ,4    ,3    ,2    ,0    ,1    ,4    0
22   ,5    ,6    ,-39  ,-6   ,-3   ,1    ,0    0
-50  ,-1   ,8    ,4    ,0    ,3    ,-1   ,-1   0
-50  ,-1   ,8    ,4    ,0    ,3    ,-1   ,-1   0
2    ,-6   ,6    ,4    ,-3   ,3    ,16   ,-5   0
-9   ,-5   ,29   ,9    ,-1   ,-11  ,-12  ,6    0
-7   ,-4   ,-45  ,6    ,0    ,0    ,2    ,-1   0
9    ,3    ,13   ,-11  ,-2   ,-1   ,-2   ,0    0
9    ,3    ,13   ,-11  ,-2   ,-1   ,-2   ,0    0
-7   ,5    ,13   ,-2   ,4    ,4    ,9    ,1    0
1    ,-6   ,-5   ,4    ,0    ,6    ,1    ,0    0
1    ,-6   ,-5   ,4    ,0    ,6    ,1    ,0    0
1    ,-6   ,-5   ,4    ,0    ,6    ,1    ,0    0
-1   ,-2   ,-16  ,-4   ,-4   ,-4   ,-6   ,-1   0
-2   ,3    ,10   ,-6   ,1    ,1    ,-1   ,-3   0
2    ,2    ,4    ,4    ,-1   ,2    ,7    ,2    0
1    ,5    ,7    ,-3   ,0    ,-1   ,-1   ,1    0
0    ,0    ,1    ,2    ,3    ,-1   ,1    ,-1   0
-1   ,-2   ,-8   ,2    ,-2   ,-4   ,-6   ,0    0
-1   ,0    ,-3   ,-2   ,-5   ,-3   ,-6   ,-2   0
-5   ,2    ,2    ,-5   ,-4   ,3    ,1    ,-4   0
-6   ,2    ,1    ,-23  ,-1   ,1    ,1    ,-2   0
12   ,-5   ,-9   ,12   ,16   ,3    ,3    ,1    0
12   ,-5   ,-9   ,12   ,16   ,3    ,3    ,1    0
5    ,-14  ,-6   ,-4   ,-11  ,-4   ,0    ,3    0
4    ,-11  ,-7   ,-3   ,-5   ,-3   ,-3   ,0    0
-7   ,2    ,13   ,10   ,-7   ,-2   ,-4   ,-4   0
-2   ,-1   ,-13  ,-10  ,-8   ,-5   ,-4   ,-4   0
-2   ,-1   ,-13  ,-10  ,-8   ,-5   ,-4   ,-4   0
-7   ,-2   ,-2   ,-12  ,0    ,-6   ,-4   ,-2   0
-2   ,-2   ,-2   ,2    ,1    ,4    ,3    ,-3   0
-2   ,12   ,25   ,-56  ,-24  ,-4   ,2    ,-10  0
15   ,-6   ,-51  ,77   ,57   ,6    ,12   ,5    0
15   ,-6   ,-51  ,77   ,57   ,6    ,12   ,5    0
12   ,-5   ,22   ,17   ,4    ,2    ,-4   ,13   0
-38  ,-1   ,3    ,8    ,-7   ,-7   ,1    ,0    0
18   ,2    ,-23  ,-1   ,0    ,5    ,-6   ,1    0
-7   ,-4   ,64   ,-45  ,-28  ,-16  ,6    ,-4   0
-7   ,-4   ,64   ,-45  ,-28  ,-16  ,6    ,-4   0
0    ,20   ,15   ,-7   ,1    ,-10  ,-8   ,-14  0
-5   ,13   ,-1   ,13   ,18   ,30   ,9    ,-10  0
24   ,18   ,33   ,19   ,-4   ,7    ,12   ,-18  0
57   ,26   ,-37  ,-24  ,9    ,0    ,11   ,81   0
57   ,26   ,-37  ,-24  ,9    ,0    ,11   ,81   0
-74  ,-27  ,-30  ,5    ,-17  ,-18  ,-29  ,-31  0
87   ,-5   ,32   ,-1   ,1    ,-3   ,3    ,-4   0
-48  ,20   ,-82  ,-4   ,-9   ,4    ,24   ,0    0
72   ,-3   ,15   ,-55  ,-36  ,-5   ,54   ,-29  0
72   ,-3   ,15   ,-55  ,-36  ,-5   ,54   ,-29  0
16   ,-28  ,-29  ,34   ,34   ,-10  ,-52  ,63   0
63   ,-61  ,-16  ,21   ,-3   ,-6   ,15   ,-9   0
76   ,-24  ,9    ,19   ,19   ,4    ,-40  ,-27  0
52   ,73   ,43   ,-37  ,-33  ,52   ,102  ,-69  0
52   ,73   ,43   ,-37  ,-33  ,52   ,102  ,-69  0
52   ,73   ,43   ,-37  ,-33  ,52   ,102  ,-69  0
87   ,97   ,-35  ,-122 ,3    ,-47  ,-64  ,86   0
1    ,-7   ,-43  ,90   ,7    ,-23  ,45   ,-47  0
127  ,72   ,44   ,-95  ,-7   ,7    ,20   ,-13  0
1    ,-101 ,-4   ,48   ,2    ,-12  ,8    ,-29  0
1    ,-101 ,-4   ,48   ,2    ,-12  ,8    ,-29  0
2    ,73   ,38   ,43   ,-35  ,33   ,0    ,-12  0
117  ,58   ,5    ,-21  ,-1   ,26   ,32   ,-15  0
-10  ,-11  ,-17  ,-93  ,-40  ,-59  ,-91  ,-86  0
-92  ,8    ,8    ,-45  ,-9   ,-10  ,16   ,-23  0
-92  ,8    ,8    ,-45  ,-9   ,-10  ,16   ,-23  0
58   ,-106 ,9    ,96   ,-16  ,-13  ,49   ,2    0
-50  ,100  ,-20  ,46   ,16   ,9    ,91   ,78   0
49   ,32   ,96   ,95   ,-72  ,5    ,-35  ,68   0
-112 ,-24  ,-84  ,47   ,106  ,43   ,-66  ,-93  0
-112 ,-24  ,-84  ,47   ,106  ,43   ,-66  ,-93  0
-32  ,-68  ,7    ,-128 ,-42  ,-6   ,11   ,-48  0
-128 ,-25  ,64   ,27   ,11   ,-32  ,-83  ,42   0
20   ,-14  ,-67  ,64   ,8    ,25   ,119  ,-20  0
-44  ,40   ,19   ,21   ,-15  ,-7   ,-29  ,0    0
-44  ,40   ,19   ,21   ,-15  ,-7   ,-29  ,0    0
56   ,-25  ,48   ,-79  ,11   ,39   ,90   ,19   0
-41  ,-102 ,-30  ,-10  ,-9   ,-16  ,67   ,-35  0
-30  ,46   ,8    ,-9   ,34   ,27   ,82   ,69   0
31   ,1    ,5    ,-46  ,-42  ,-66  ,-28  ,37   0
31   ,1    ,5    ,-46  ,-42  ,-66  ,-28  ,37   0
-62  ,18   ,-2   ,-36  ,30   ,55   ,51   ,-128 0
46   ,60   ,-5   ,-128 ,-26  ,-4   ,33   ,75   0
-73  ,-128 ,-55  ,-46  ,15   ,-16  ,-67  ,31   0
118  ,24   ,2    ,-84  ,-4   ,2    ,115  ,-29  0
118  ,24   ,2    ,-84  ,-4   ,2    ,115  ,-29  0
-61  ,39   ,28   ,45   ,-10  ,13   ,34   ,-30  0
72   ,25   ,-16  ,86   ,26   ,-19  ,-1   ,69   0
13   ,-26  ,0    ,-17  ,15   ,-9   ,-12  ,-43  0
-5   ,13   ,20   ,55   ,-8   ,16   ,-28  ,11   0
-5   ,13   ,20   ,55   ,-8   ,16   ,-28  ,11   0
14   ,15   ,-14  ,-10  ,6    ,-12  ,-64  ,23   0
-58  ,-67  ,-3   ,-30  ,1    ,12   ,-53  ,-72  0
-41  ,29   ,0    ,17   ,13   ,-9   ,14   ,1    0
-33  ,8    ,10   ,29   ,-7   ,-8   ,-36  ,-13  0
-33  ,8    ,10   ,29   ,-7   ,-8   ,-36  ,-13  0
-6   ,7    ,-24  ,31   ,14   ,-5   ,21   ,8    0
9    ,4    ,17   ,-32  ,-22  ,6    ,-37  ,-32  0
-19  ,13   ,9    ,13   ,3    ,1    ,5    ,-2   0
3    ,-15  ,-4   ,-10  ,-6   ,-4   ,-27  ,40   0
3    ,-15  ,-4   ,-10  ,-6   ,-4   ,-27  ,40   0
29   ,-7   ,-14  ,14   ,1    ,-6   ,2    ,-5   0
-2   ,8    ,3    ,-33  ,-6   ,-3   ,-25  ,-10  0
3    ,-2   ,7    ,23   ,9    ,-12  ,12   ,12   0
-7   ,-13  ,-14  ,2    ,-1   ,-19  ,-93  ,-22  0
-7   ,-13  ,-14  ,2    ,-1   ,-19  ,-93  ,-22  0
-25  ,2    ,-24  ,8    ,1    ,5    ,71   ,-12  0
-1   ,5    ,-9   ,-6   ,-7   ,15   ,2    ,-32  0
2    ,3    ,-7   ,4    ,5    ,16   ,12   ,0    0
20   ,-7   ,-8   ,-2   ,-9   ,-8   ,-1   ,31   0
20   ,-7   ,-8   ,-2   ,-9   ,-8   ,-1   ,31   0
7    ,-1   ,12   ,11   ,0    ,-17  ,-47  ,-5   0
3    ,7    ,26   ,-5   ,-2   ,-4   ,-20  ,-11  0
7    ,7    ,34   ,21   ,7    ,-14  ,29   ,17   0
-1   ,-19  ,-26  ,-25  ,-7   ,7    ,-50  ,17   0
-1   ,-19  ,-26  ,-25  ,-7   ,7    ,-50  ,17   0
2    ,-16  ,-64  ,21   ,0    ,15   ,33   ,-34  0
-2   ,-6   ,-22  ,-74  ,-6   ,1    ,-21  ,-4   0
0    ,3    ,76   ,35   ,5    ,3    ,-4   ,9    0
-2   ,19   ,100  ,22   ,2    ,-2   ,17   ,3    0
-2   ,19   ,100  ,22   ,2    ,-2   ,17   ,3    0
2    ,-5   ,-69  ,-15  ,0    ,-9   ,-10  ,25   0
13   ,50   ,81   ,49   ,2    ,-6   ,-22  ,-1   0
-26  ,-23  ,-56  ,-41  ,-3   ,-7   ,-46  ,-39  0
19   ,14   ,113  ,8    ,-4   ,1    ,40   ,25   0
19   ,14   ,113  ,8    ,-4   ,1    ,40   ,25   0
-9   ,-19  ,8    ,-18  ,-7   ,-20  ,-3   ,-30  0
-15  ,-28  ,-44  ,-29  ,-19  ,2    ,-14  ,-14  0
16   ,22   ,-9   ,19   ,13   ,12   ,-24  ,-14  0
-6   ,11   ,47   ,12   ,-1   ,2    ,10   ,5    0
-6   ,11   ,47   ,12   ,-1   ,2    ,10   ,5    0
3    ,2    ,-90  ,11   ,2    ,-7   ,2    ,0    0
-8   ,2    ,20   ,7    ,-5   ,-12  ,-37  ,-20  0
-14  ,-2   ,8    ,4    ,-1   ,2    ,12   ,22   0
8    ,-15  ,-75  ,-13  ,-1   ,1    ,10   ,-6   0
8    ,-15  ,-75  ,-13  ,-1   ,1    ,10   ,-6   0
13   ,20   ,58   ,8    ,1    ,-3   ,-1   ,14   0
0    ,4    ,23   ,21   ,1    ,1    ,10   ,5    0
-3   ,-17  ,-69  ,-34  ,-7   ,-4   ,3    ,-5   0
3    ,7    ,34   ,-10  ,1    ,-1   ,-1   ,-3   0
3    ,7    ,34   ,-10  ,1    ,-1   ,-1   ,-3   0
2    ,-6   ,-10  ,5    ,-2   ,-2   ,-17  ,17   0
-2   ,-8   ,-64  ,6    ,0    ,3    ,4    ,5    0
-3   ,0    ,-2   ,-2   ,3    ,-2   ,8    ,-8   0
-2   ,2    ,-12  ,3    ,-1   ,0    ,3    ,-8   0
-2   ,2    ,-12  ,3    ,-1   ,0    ,3    ,-8   0
6    ,16   ,50   ,11   ,6    ,4    ,-10  ,18   0
2    ,-13  ,-50  ,-22  ,-2   ,-3   ,9    ,-8   0
-2   ,4    ,32   ,12   ,-3   ,-4   ,2    ,-2   0
-8   ,-3   ,-56  ,-5   ,0    ,2    ,-4   ,5    0
-8   ,-3   ,-56  ,-5   ,0    ,2    ,-4   ,5    0
1    ,-12  ,21   ,-4   ,-4   ,-4   ,-10  ,-6   0
2    ,3    ,-31  ,12   ,4    ,3    ,5    ,-4   0
-2   ,-1   ,68   ,-12  ,-3   ,-2   ,0    ,8    0
-2   ,-2   ,-21  ,23   ,2    ,2    ,-4   ,-18  0
-2   ,-2   ,-21  ,23   ,2    ,2    ,-4   ,-18  0
6    ,8    ,3    ,-4   ,0    ,2    ,0    ,-2   0
-2   ,-8   ,4    ,-12  ,0    ,-1   ,4    ,-17  0
-9   ,-24  ,-64  ,-14  ,-2   ,-3   ,3    ,55   0
3    ,12   ,74   ,-1   ,1    ,0    ,-5   ,-72  0
3    ,12   ,74   ,-1   ,1    ,0    ,-5   ,-72  0
-1   ,-19  ,-65  ,-21  ,-5   ,-6   ,-5   ,64   0
2    ,7    ,8    ,27   ,0    ,-1   ,-4   ,-7   0
4    ,6    ,-50  ,35   ,2    ,-3   ,6    ,-1   0
-12  ,-35  ,-87  ,-90  ,-10  ,-2   ,-3   ,-2   0
-12  ,-35  ,-87  ,-90  ,-10  ,-2   ,-3   ,-2   0
5    ,8    ,2    ,15   ,4    ,3    ,-2   ,-10  0
-1   ,3    ,16   ,1    ,-1   ,-1   ,0    ,8    0
-8   ,-8   ,-54  ,-13  ,-6   ,-6   ,-5   ,-18  0
0    ,-4   ,-43  ,23   ,1    ,-3   ,2    ,22   0
0    ,-4   ,-43  ,23   ,1    ,-3   ,2    ,22   0
2    ,8    ,56   ,6    ,2    ,0    ,-4   ,-12  0
2    ,-6   ,-6   ,-3   ,0    ,-1   ,3    ,10   0
0    ,4    ,-14  ,-6   ,-1   ,3    ,-3   ,-32  0
-9   ,-16  ,-10  ,0    ,-4   ,-1   ,-1   ,42   0
-9   ,-16  ,-10  ,0    ,-4   ,-1   ,-1   ,42   0
1    ,11   ,76   ,-7   ,-4   ,0    ,-4   ,-28  0
4    ,4    ,48   ,4    ,2    ,-2   ,-2   ,-10  0
