-1,0,-1,1,1,0,3,-3,0
2,1,0,1,-1,-2,-3,0,0
-3,-1,-1,-2,-2,-1,-2,-4,0
-1,-2,0,0,1,1,-1,-4,0
2,-1,-2,-1,-1,-3,-4,0,0
0,-3,-3,-1,0,0,-2,-3,0
-1,-2,-1,1,1,3,1,1,0
0,2,1,1,-1,2,11,13,0
-1,0,0,1,2,0,-6,-1,0
-1,1,2,0,1,0,1,0,0
1,-1,-2,-3,-6,-5,-2,0,0
-1,-1,-2,-2,2,1,3,-1,0
0,-1,-1,-2,-3,1,1,7,0
-2,-2,-3,-2,-2,-4,-5,2,0
0,0,1,2,2,0,1,5,0
-1,0,-3,-1,-1,0,0,-4,0
-1,-2,0,-2,-4,-7,-6,-5,0
-2,-1,-1,-2,-1,-1,4,0,0
-2,0,1,1,1,0,-3,-2,0
-2,-2,-1,-2,-2,-2,-5,-1,0
0,1,-2,-2,-2,-3,-2,-3,0
-1,-1,1,-1,1,1,2,1,0
-2,-2,-3,-1,-2,-1,-1,0,0
0,0,0,0,1,0,-3,5,0
-2,0,-2,1,-5,-2,-3,-4,0
-1,-1,-1,-2,-1,0,-2,-4,0
2,-1,-2,0,0,-3,-7,5,0
-3,-1,-1,-1,-3,-6,-4,-9,0
2,-2,-1,-1,-1,1,-5,5,0
-3,-2,0,-1,1,-3,-5,-5,0
0,-1,-1,0,0,1,1,1,0
0,-1,2,1,0,1,4,1,0
1,-1,0,0,4,0,0,4,0
-1,-1,-2,-2,-5,-2,3,-5,0
-3,0,0,1,0,1,1,-4,0
-1,0,-2,-1,-1,-1,0,-5,0
-2,-1,-1,-1,-3,-3,-1,-1,0
2,0,1,-1,-1,-1,0,5,0
-2,0,1,0,1,4,5,-2,0
-1,0,-6,-3,-7,-6,-12,-9,0
-1,-1,-2,-1,1,0,-1,-4,0
0,0,-1,2,1,-1,-4,3,0
0,1,-1,-2,-2,-2,1,2,0
-2,0,0,0,2,1,-1,2,0
1,-3,-1,-2,-2,0,1,1,0
