-37  ,-17  ,3    ,12   ,9    ,28   ,1    ,-29  0
104  ,24   ,51   ,104  ,0    ,41   ,84   ,46   0
34   ,-83  ,-71  ,-58  ,9    ,-79  ,-104 ,-75  0
105  ,41   ,38   ,90   ,-1   ,20   ,20   ,-27  0
116  ,-56  ,35   ,-25  ,-24  ,-19  ,-76  ,96   0
-46  ,6    ,-54  ,104  ,31   ,-22  ,-66  ,-9   0
83   ,36   ,29   ,26   ,12   ,63   ,-10  ,-63  0
29   ,9    ,23   ,-8   ,0    ,23   ,114  ,10   0
29   ,9    ,23   ,-8   ,0    ,23   ,114  ,10   0
47   ,1    ,-78  ,-11  ,-3   ,-77  ,-42  ,-4   0
48   ,10   ,-17  ,-64  ,-25  ,-37  ,-44  ,32   0
34   ,21   ,69   ,59   ,-2   ,69   ,57   ,-31  0
-8   ,-32  ,-100 ,117  ,-2   ,-90  ,18   ,30   0
-8   ,-32  ,-100 ,117  ,-2   ,-90  ,18   ,30   0
2    ,35   ,24   ,-87  ,-12  ,35   ,46   ,-60  0
-86  ,-33  ,-38  ,-73  ,-29  ,-16  ,47   ,-91  0
71   ,37   ,-9   ,-97  ,16   ,0    ,-6   ,64   0
-28  ,-53  ,28   ,-102 ,-29  ,25   ,-17  ,-52  0
-28  ,-53  ,28   ,-102 ,-29  ,25   ,-17  ,-52  0
49   ,8    ,-25  ,93   ,45   ,4    ,-20  ,81   0
116  ,9    ,27   ,81   ,23   ,75   ,64   ,-94  0
-83  ,-39  ,-43  ,-16  ,-28  ,-82  ,47   ,85   0
44   ,5    ,3    ,40   ,12   ,-11  ,-72  ,25   0
44   ,5    ,3    ,40   ,12   ,-11  ,-72  ,25   0
20   ,14   ,-6   ,-81  ,-5   ,1    ,-38  ,-38  0
-51  ,-6   ,15   ,-56  ,2    ,10   ,-31  ,-49  0
-37  ,16   ,28   ,5    ,7    ,30   ,13   ,4    0
-41  ,7    ,7    ,-11  ,1    ,-6   ,-30  ,6    0
-41  ,7    ,7    ,-11  ,1    ,-6   ,-30  ,6    0
-41  ,7    ,7    ,-11  ,1    ,-6   ,-30  ,6    0
91   ,6    ,-27  ,12   ,16   ,-19  ,-35  ,6    0
31   ,2    ,-4   ,-19  ,-11  ,-10  ,7    ,16   0
58   ,-13  ,-31  ,23   ,-7   ,-6   ,46   ,-93  0
-29  ,-10  ,-3   ,-15  ,6    ,-10  ,40   ,88   0
2    ,3    ,3    ,-21  ,-9   ,10   ,36   ,-33  0
-5   ,-3   ,-4   ,-8   ,1    ,-3   ,-11  ,-15  0
-5   ,-3   ,-4   ,-8   ,1    ,-3   ,-11  ,-15  0
